userName,score,at,label_data,content
Edwar Haryadi,1,9/7/2022 14:00,negatif,Isi token listrik dana sudah terpotong tapi kode token belum diterima.. Kirim pesan gak direspon
Rezy Eky,5,9/7/2022 13:59,positif,"Bagus dan menarik, terimakasih dan belanja pakai shopeepay"
Vanzt Nurzaman,4,9/7/2022 13:59,positif,keren banget aplikasinya.. Bisa transfer ke berbagai rekening
Alek Sander,1,9/7/2022 13:59,negatif,"Asli KENAPA punya saya yang gak bisa premium ,, sudah 2 kali download dana dan 2 nomor asli gak bisa premium males."
Kapten Al01,1,9/7/2022 13:58,negatif,Tolong kalau lupa pin yang belum premium jangan hubungi admin dana susah
Mas Nuri,4,9/7/2022 13:57,positif,"Coba dulu,, tapi sejauh ini bagus dan aman"
Marchinto Shinurat,5,9/7/2022 13:56,positif,bagus aplikasinya.. banyak promo dan potongan
Wahyudi Raffasya,5,9/7/2022 13:56,positif,mudah buat transaksi.. Keren�
Asrani Putra168,5,9/7/2022 13:54,positif,"mantap pakai dana,, praktis"
Ra Dinda,5,9/7/2022 13:54,positif,"Aplikasi membantu belanja online,, bayar pakai saldo shopeepay.."
Ath Stih,4,9/7/2022 13:54,positif,aplikasi dana membantu dan mudah digunakan
Syahru Ramadhan,2,9/7/2022 13:54,negatif,"Mau naik ke premium tidak bisa selalu bermsalah, keluar pemberitahuan sedang peningkatan layanan.. mohon penjelasannya🙏🏻"
Gumelar ramadhani,5,9/7/2022 13:53,positif,mantap pakai shopeepay banyak bonus dan dijamin aman
Wawan BBJ,5,9/7/2022 13:52,positif,semangat belanja di shopee� pakai shopeepay juga aman
Imbron Arnold,5,9/7/2022 13:50,positif,"sangat bermanfaat, memudahkan transaksi yang cepat"
Susani Sani,4,9/7/2022 13:50,positif,shopeepay bagus dan bisa membantu simpan uang transaksi
Arrsy Akbar,5,9/7/2022 13:49,positif,"sangat membantu, keren banget aplikasi ini"
Ketrin Sihotang,2,9/7/2022 13:46,negatif,Saaat update keamanan di premium selalu ada masalah layanan
Koni Saputra,5,9/7/2022 13:45,positif,bagus dana. Kalo isi saldo cepat masuk
Rizki Gumelar,5,9/7/2022 13:45,negatif,"Tidak bisa login akun dana yang premium karena nomor sudah tidak aktif dan hilang.. Sudah lapor dan minta solusi, tapi diabaikan. Kecewa"
Verry Lee,3,9/7/2022 13:45,negatif,kenapa kalau saya mau tarik tunai selalu saja gangguan? Aneh..
Satini Purwaningsih,4,9/7/2022 13:44,positif,Oke shopeepay. Banyak bonus belanja kalau akhir bulan
Dede Suhandi,3,9/7/2022 13:44,negatif,tiga saja dulu .. karena sering ada kendala sendiri tanpa sebab ..
Raihan Al Fathuridi,2,9/7/2022 13:44,negatif,"Semakin sering eror.. Mau bayar belanja pakai shopeepay, dan pakai sidik jari gak bisa bisa.. Kesal"
Tubagus Fauza,1,9/7/2022 13:44,negatif,"sering gagal transaksi,, lemot banget.. aplikasi susah"
adhitya richard satria,5,9/7/2022 13:43,positif,"Mantap banget, nyaman digunakan!!!"
herii sonbai,4,9/7/2022 13:43,positif,"Belanja di Shopee aman, mudah dan terpercaya simpan saldo di shopeepay"
aris fishing batam,5,9/7/2022 9:53,positif,"Pembayaran sangat mudah dengan ovo, pasti aman"
T.Zainol Alfi,5,9/7/2022 9:48,positif,Bagus hanya pelayanannya harus lebih cepat lagi
Syahrul Arul,1,9/7/2022 9:44,negatif,"Tidak bisa upgrade parah sekali, semakin jelek saja"
anonymus Anime,1,9/7/2022 9:43,negatif,Gangguan yang tidak bisa transaksi belum terselesaikan..
Alifsa 02,5,9/7/2022 9:34,positif,"Keren, mudah, cepat.. ayo pakai ovo!!"
H Ni,1,9/7/2022 9:33,negatif,Kenapa mau transfer tidak bisa memasukkan pin?? Aneh banget
Riantosamsuri49432 Samsuri,1,9/7/2022 9:26,negatif,Aplikasi bodoh gak jelas sudah diperbarui sesuai data lengkap dan sesuai foto masih saja gagal 👎☹👎 
Muhammad Arief Ramadhan,5,9/7/2022 9:20,positif,"Bagus, tapi untuk keamanan harus ditingkatkan!!"
Imran Tarakan,1,9/7/2022 9:17,negatif,Kenapa belum bisa verifikasi dari tadi dicoba padahal sudah bener datanya.. Kendala banyak
Om Sudarsono,1,9/7/2022 9:16,negatif,Proses penarikan infestasi saham kenapa sulit ya... Mohon diperbaiki... 🙏
Ryu channel,1,9/7/2022 9:14,negatif,"ovo parah gak guna, gak bisa masuk, sudah download ulang tetap saja gak bisa parah"
nyoman kepakisan,5,9/7/2022 9:09,positif,"Aplikasi mudah dan cepet untuk transfer ke banyak bank, bagus banget"
Bambang Santoso,5,9/7/2022 9:05,positif,"Mantap ya ovo selalu keren, luar biasa!!"
Jeri Jamawardi,5,9/7/2022 8:57,positif,"Saya selama pakai ovo aman dan tidak ada kendala, semuanya lancar ."
Pasukan rahasia (para),5,9/7/2022 8:54,positif,"aplikasi bagus saya suka bisa transfer, menarik dan terbukti aman"
Sudio Hanzo,1,9/7/2022 8:43,negatif,mau pencairan ovo saja susah banget.. penjualan sekarang diterimanya tunggu satu minggu
Aan Ardiansyah,1,9/7/2022 8:25,negatif,aplikasi yang sangat kecewa bahkan tidak ada yg mau pakai aplikasi ini kalau pelayanannya kurang bagus.. aplikasi parah
ahmad bae,1,9/7/2022 8:12,negatif,Bonus tidak sesuai.. Rugi sering pakai ini.. Bangkrut saja ovo.
Rizky rido,1,9/7/2022 7:53,negatif,"Topup 2 kali, saldo gak bertambah , padahal sukses terkirim, parah ovo"
Anto Onta,1,9/7/2022 7:50,negatif,Sudah tidak bisa transfer ke sesama ovo dan kode juga bermasalah!!!
Wawan Prasetyo,1,9/7/2022 7:46,negatif,"Kenapa tidak bisa dipakai saldonya, suruh update juga susah"
Hani Lucky,5,9/7/2022 7:19,positif,Sangat memuaskan..terimakasih OVO!! sukses selalu
ulpa dewiyanti,1,9/7/2022 5:24,negatif,"Mau upgrade ke premium buat gopay tiba-tiba kamera macet, gak bisa foto dan langsung hitam.."
Imas Moliyah,5,9/7/2022 5:19,positif,Selama berlangganan .. Yang sering digunakan gopay karena mudah dan cepat
Tommyda Pangestu Jati,5,9/7/2022 5:19,positif,"Keren gojek, bisa jadi aplikasi paket lengkap.. Pembayarannya juga bisa pakai gopay.!"
Witriani Witriani,1,9/7/2022 5:17,negatif,"Setelah pembaruan, tidak bisa dipakai untuk isi saldo gopay, sistem sibuk. mohon bantuannya"
Ide wicak,1,9/7/2022 5:16,negatif,"Saya beli kuota katanya transaksi pertama pakai gopay ada bonus, tapi sampai sekarang gak dapat??"
Rizky syaputra,1,9/7/2022 4:59,negatif,Aplikasi tidak jelas. Gopay juga sering bermasalah�
GLast Tube,1,9/7/2022 4:56,negatif,Kenapa gopay ada biayanya?? kalau isi 1000 dan jika tarik dana biaya 2500. Mengecewakan. Harusnya bebas admin
Amiruddin Fitri,5,9/7/2022 4:55,positif,"Tolong tambahkan bonus di gofood, apalagi kalau sering bayar pakai gopay"
Mujianto,5,9/7/2022 4:54,positif,Aplikasi Gojek memang bagus dan terpercaya! Jadi aman isi saldo di gopay
sRy HumaidyaH,5,9/7/2022 4:51,positif,Sejauh ini bagus banget. 👌👍 sukses ya gojek dan gopay 🤗
Rustini Wiwin,1,9/7/2022 4:50,negatif,"Ini setelah di upgrade kenapa jadi gak bisa dibuka ya aplikasinya?? saldo gopay saya gimana jadinya ini,repot banget.."
Alfa Print,1,9/7/2022 4:49,negatif,"Susah login kawan.. Jangan pakai ini deh, daripada kecewa.."
Roroendah pertiwi,5,9/7/2022 4:47,positif,Selalu puas kalau pake aplikasi ini. Keren juga pakai fitur gopay 💕
Gung Risnawan,3,9/7/2022 4:46,positif,"Ini masih proses coba, tapi nyaman sejauh ini"
Mely Qomariah,5,9/7/2022 4:42,positif,"Sangat membantu, sehingga aktivitas lebih mudah, cukup dengan gopay"
MUHAMMAD NURHUDA,5,9/7/2022 4:42,positif,"Transfer lebih mudah, murah dan cepat dan gak terganggu"
Moekti Bayu,5,9/7/2022 4:40,positif,"Banyak bonus kalau bayar pakai gopay, lebih murah"
Hanil Hanil12,4,9/7/2022 4:37,positif,pengguna baru!!! tapi sejauh ini aman digunakan
Siti Holilah,5,9/7/2022 4:36,positif,Bagus gopay! Semoga semakin baik!!!!!!!
Yudi Realmi,5,9/7/2022 4:29,positif,Mantap.. transaksi lancar karena pakai linkaja
Muhammad Sidik,1,9/7/2022 4:26,negatif,"Ribet upgrade saja susah,, sudah berulang foto KTP gagal dan jadi malas pakai aplikasi ini.. sudah seperti pinjaman online"
Asep Irawan,5,9/7/2022 4:21,positif,sangat membantu.. Apalagi gopay yang bisa untuk transaksi
Ludi Idwan,5,9/7/2022 4:17,positif,Ramah bintang 5 untuk gojek dan gopay
diana amsor,5,9/7/2022 4:17,positif,"Linkaja sangat membantu, saya suka aplikasinya 👍👍👍"
Risa Chandra,3,9/7/2022 4:15,negatif,"Bintangnya kurangi satu, karena upgrade sekarang ribet banget.. Tidak seperti kemarin"
Johan Whyd,5,9/7/2022 4:06,negatif,"Voucher tidak bisa digabung, bingung sama sistemnya gopay ke gojek.."
lamria sianturi,5,9/7/2022 4:00,positif,"Semua jadi lebih mudah pakai gopay, transfer bisa, bayar tagihan bisa"
Akhmad Suhadi,5,9/7/2022 3:59,positif,"kalau pesan gojek bayarnya mudah, pakai gopay.. Mantap"
Sunaryo Batavia,4,9/7/2022 3:56,positif,"Sangat membantu untuk pembayaran, cepat dan aman 👍👍👍 "
waliyudin anwar,5,9/7/2022 3:55,positif,Aplikasi ini bagus. Transaksi juga mudah!!
IkwalFazri S Kom,5,9/7/2022 3:54,positif,Dompet digital terpercaya 👍🏻 Memudahkan transaksi tanpa biaya tambahan
Te Iye,4,9/7/2022 3:53,positif,Sudah lebih baik dan aman dari yang sebelumnya..
Hari Paris,5,9/7/2022 3:31,positif,sangat senang dengan aplikasi linkaja.. semuanya jadi mudah untuk bayar�
Sandi manyun,5,9/7/2022 3:25,positif,Sangat membantu.. Jadi mudah transfer dan bayar tagihan!!?
Dian Nandang,3,9/7/2022 3:21,positif,"Sudah bagus, semoga bisa lebih banyak fitur"
Rian SFB,2,9/7/2022 3:20,positif,"linkaja sudah terbukti aman, ayo pakai linkaja"
Amangsimin Simin,5,9/7/2022 3:18,positif,"linkaja sangat membantu,untuk transaksi cepat, mudah, murah. sukses linkaja."
ADITYA BAGARIANG,1,9/7/2022 3:17,negatif,"Perbaikan susah,, tidak jelas pokoknya!! Sering lemot"
Arkha17,4,9/7/2022 3:16,positif,Mantap... Suka banget pakai linkaja buat transaksi
anwar skom,5,9/7/2022 3:14,positif,Sangat mudah dalam pemakaian sehari hari
Riris Suryanto,5,9/7/2022 3:08,positif,Sistem lancar dan aman. Isi pulsa jadi cepat
Omen Keren,3,9/7/2022 3:07,positif,"Masih baru mencoba,, tapi fiturnya lengkap"
Azhary Hasan,3,9/7/2022 3:05,negatif,Isi saldo dari mandiri masih sering dibatalkan?? sudah bertahun-tahun belum ada perbaikan
Didi Riyadi,1,9/7/2022 3:01,negatif,"Lemot sistemnya, kenapa mau transfer sering loading terus, tidak selesai"
Heny Kamal,5,9/7/2022 3:00,positif,Semoga lancar dan pelayanannya semakin bagus
Dicky Sunjaya,5,9/7/2022 3:00,positif,Sangat mudah digunakan! Ayo tambah bonus yang banyak!!
Kiki Angsana,5,9/7/2022 2:43,positif,"Bagus.. administrasi juga murah,jadi tetap pakai.."
A K,5,9/7/2022 2:35,positif,"Mantap,, nyaman pakai linkaja,, lengkap fiturnya"
Muhamad S,2,9/7/2022 2:31,negatif,"Kenapa tidak bisa terhubung dengan akun ??😤, tolong diperbaiki"
Indry Yani,5,9/7/2022 2:30,positif,Sangat mudah transaksi dan belanja online tanpa khawatir
bujang & gadis,1,9/7/2022 2:23,negatif,"Lama, lemot... tunggu 3 jam belum bisa dan tidak muncul hasilnya"
Puji azza,5,9/6/2022 16:21,positif,Pakai linkaja sangat puas.. bisa transfer kemana saja 👍👍👍
Dian Dianto,5,9/6/2022 16:18,positif,LinkAja mantap untuk transfer dan bayar tagihan👍👍�
Didik Tehnik,5,9/6/2022 16:17,positif,Menghemat waktu karena pelayanannya cepat
Caridah Caridah,2,9/6/2022 16:11,negatif,Selalu gagal upgrade.. sudah beberapa kali pasang foto tapi tidak terbaca
Fikri Zulkarnain,1,9/6/2022 15:59,negatif,"Saya sangat kecewa dengan aplikasi LinkAja, uang di saldo melayang begitu saja. Pelayanan buruk"
CSumarna Moys75,5,9/6/2022 15:56,positif,transaksi mudah dan cepat untuk proses transaksi
Ar Roni,4,9/6/2022 15:42,positif,Sangat membantu untuk bayar online tagihan pulsa..
sar dito,5,9/6/2022 15:36,positif,"Mantap kalau urusan mengirim,, pakai linkaja dijamin aman!!!"
Taufan nurzaman,5,9/6/2022 15:33,positif,"Bagus sekali.. Keren pakai linkaja, sangat aman aplikasinya"
EDI SUPRAPTO,5,9/6/2022 15:31,positif,"Oke, mantap linkaja.. Semoga kualitasnya meningkat!!!!"
Joko Santo,5,9/6/2022 15:31,positif,Semakin bagus dan mudah linkaja untuk transaksi
Kiansantang Kian,5,9/6/2022 15:30,positif,Oke dan mantap� Tetap linkaja terbaik
Pipit Nur Khotimah,5,9/6/2022 15:10,positif,Sejauh ini linkaja masih menjadi aplikasi terbaik bagi saya. Semoga semakin bagus!!
Oman Omen,5,9/6/2022 15:06,positif,Bagus buat transfer dan belanja online.. Pertahankan pelayanannya..
Dargombes,4,9/6/2022 15:06,negatif,"Setelah pembaruan aplikasi, selalu berhenti dan gagal padahal sebelumnya bisa.. tolong diperbaiki..."
Ardian Barbera,5,9/6/2022 14:58,positif,Sangat mudah untuk pengguna dan banyak untung..
Sobari Azzahra,5,9/6/2022 14:58,positif,Mantap dan cepat pakai linkaja.. Untung tidak eror
Ghifar Ishak,5,9/6/2022 14:58,positif,"Nomor 1 aplikasi.. Terbaik pokoknya,,, pasti aman kalau pakai ini, terbukti"
nusa medya,1,9/6/2022 14:56,negatif,"Khawatir,, mengalami masalah pada pengiriman uang, menjadi hal yang sangat mengecewakan dan tidak profesional untuk sebuah layanan"
Rohmadi Kantit,5,9/6/2022 14:55,positif,"Senang transaksi disini, prosesnya mudah dan cepat"
Hadi Hadiat,5,9/6/2022 14:45,positif,"Mudah banget cara transfer uang, selalu keren"
wandi wibawa,1,9/6/2022 14:42,negatif,"Katanya diminta daftar tapi susah masukin nomor, dan buat apa diminta daftar link kalau sering ditolak???"
Beni Susandi,5,9/6/2022 14:41,positif,Mudah dan cepat sangat membantu. Apalagi kalau ingin cepat
pieter foes,4,9/6/2022 14:39,negatif,Kenapa bonus yang saya dapat tidak masuk??? Transaksi pulsa juga gagal terus..
Ridwan cikpas,1,9/6/2022 14:39,negatif,tidak bisa daftar akun tidak bisa akses dan sering gagal
Muhammad Alviandri syahputra,5,9/6/2022 13:43,positif,bagus aplikasinya.. Semakin banyak bonus
Firman Ahdiaka,4,9/6/2022 13:42,positif,Sangat membantu dan mudah untuk orang yang baru menggunakan
Okky Sapera,5,9/6/2022 13:41,positif,mantap sekali dana.. Semoga semakin baik
Ryand Closefriends,5,9/6/2022 13:39,positif,Sangat bagus. Pakai dana dijamin untung dan aman
Rohiyan Riyan,4,9/6/2022 13:39,negatif,"Saya ada keluhan, tapi sudah menghubungi pihak dana tapi tidak direspon dan lambat.."
Angga Adiwikrama,1,9/6/2022 13:38,negatif,"Lagi butuh mau kirim"" tidak bisa,, aplikasi sesat, kecewa"
Nengah Supriadi,5,9/6/2022 13:37,positif,sangat puas pakai dana. Semoga pelayanannya semakin baik
Muin Muin,5,9/6/2022 13:36,positif,"sangat praktis dan mudah untuk transaksi, dan terpercaya"
Crisdian Syahputra,5,9/6/2022 13:36,positif,"Dengan adanya dana ini sangat membantu,,, fiturnya lengkap"
Arip Jambi,5,9/6/2022 13:34,positif,"sangat membantu, semoga semakin maju 🥰"
Mantuling ling03,5,9/6/2022 13:33,positif,"melancarkan urusan keuangan, terima kasih"
sueb Bulux,4,9/6/2022 13:33,positif,"Aplikasi bagus, aman dan terpercaya.."
Romauli simbolon,5,9/6/2022 13:32,positif,semakin maju DANA karena mudah sekali memahami fitur 👍
Jamboel Jms,5,9/6/2022 13:32,positif,tambahkan lagi cara mudah transfer dan isi ulang sesama aplikasi lain
Ari Lukmansyah,5,9/6/2022 13:28,positif,mantap dana. Kalau ada keluhan cepat ditanggapi
Iis Aisyah,5,9/6/2022 13:27,positif,"cocok untuk saya yang mau kemudahan.. Transfer lewat shopeepay, gratis"
Tri Hariyanto,4,9/6/2022 13:27,positif,"Pakai shopee sejak ganti karena lebih murah,, ditambah fitur shopeepay jadi mudah"
Gilly Bakko,1,9/6/2022 13:27,negatif,"Bermasalah, kadang eror atau lama.. Sampai memori hampir penuh��"
Ai Listi Sulastri N,5,9/6/2022 13:26,positif,"sangat membantu dalam belanja,, Karena bisa pake shopeepay kalau bayar"
Hendi Permana,3,9/6/2022 13:26,negatif,Kenapa ya aplikasi dana sering bermasalah? Sering gagal masuk
Novianto 10,3,9/6/2022 13:26,negatif,"Kenapa peminjaman saya tidak bisa aktif padahal saya sering bertransaksi di shopee tapi tidak bisa dibuka dan shopeepay juga eror, bagaimana??"
Lisra Karim,5,9/6/2022 13:25,positif,Sangat memuaskan shopeepay. Semoga selalu aman!!!!
FIDZERO CHANEL,3,9/6/2022 13:25,positif,membantu sekali untuk saya dalam belanja online
Muhammad Khoiri,5,9/6/2022 13:22,positif,"membeli barang di shopee kualitas dan harga murah, apalagi pakai shopeepay bisa banyak bonus.."
Arian Heryadi,5,9/6/2022 13:21,positif,Sudah nyaman.. Shopeepay juga lengkap bisa transfer juga ke bank�
Unang Ku,5,9/6/2022 13:21,positif,"Sangat baik untuk belanja, gak ribet.Bonus ada kalau bayar shopeepay"
Han Dwi Fani,1,9/6/2022 13:21,negatif,"Tidak bisa tambah ShopeePay, atau transfer. Diunduh lagi tetap diblokir"
Mita Anggraini,5,9/6/2022 13:20,positif,"Shopeepay keren dan dijamin aman,, luar biasa!!!"
Revi Maulan,5,9/6/2022 13:18,positif,Aplikasi bagus 👍👍 Mantap.. Shopeepay juga membantu untuk transfer dengan gratis
sport delapntujuh,1,9/6/2022 13:18,negatif,"Kecewa.. Kenapa saya tidak mendapatkan kode?? Diberitahukan sudah terlalu lama tidak akitif, padahal terakhir aktif kemarin :'("
Daniel Cahyono,5,9/6/2022 13:17,positif,"Aplikasinya bagus sekali.. sering pakai shopeepay buat bayar pulsa, dan biasanya dapat bonus"
Putra Geranit,2,9/6/2022 13:17,negatif,"Tidak bisa diperbarui,, saya isi shopeepay tidak masuk, uang terbuang percuma"
Follem Channel,5,9/6/2022 13:14,positif,Sangat berguna buat transfer uang
Dedi Supriyadi,5,9/6/2022 13:13,positif,lebih baik aplikasinya daripada yang lainnya
Dika Kaka,5,9/6/2022 13:13,positif,Aplikasinya sangat bermanfaat bisa simpan uang juga mantap
Akhyar syahdad,5,9/6/2022 13:13,positif,Semoga kedepannya Dana semakin baik dalam segi apapun
Saifulhajah,1,9/6/2022 13:13,negatif,"Setelah upgrade sistem selalu sibuk, jadi semakin ribet tidak bisa kirim uang,🤕"
Aldi Saputra,1,9/6/2022 13:11,negatif,Semakin pelit promo diskon ! Padahal kalau bayar pakai shopeepay biasanya banyak diskon
Fauzi Nur Abdillah,1,9/6/2022 13:10,negatif,"Sudah update ulang masih lama kalau buka,, shopeepay juga suka eror.. kacau banget 😡🤬🤬😡🤬🤬😡"
Dendy. Dendy.,1,9/6/2022 13:09,negatif,Kenapa akun Dana tidak bisa masuk??. Mohon diperbaiki sistemnya
Denny Setiyadi,1,9/6/2022 13:08,negatif,Kebanyakan iklan� semakin lama dan Susah masuk shopeepay
Sirojul Hisyam,1,9/6/2022 13:07,negatif,"Shopeee sekarang susah gratis ongkirnya gak bisa dipake lagi,, jadi malas isi saldo shopeepay"
Nisa Nurmayati,2,9/6/2022 13:06,negatif,Kenapa sekarang dana sering gangguan?? Perbaiki sekarang!!!
melli renita,1,9/6/2022 13:06,negatif,"Aplikasi beban,, tambah shopeepay dipakai tambah lama, dan lemot 👎 "
Said Fikri,5,9/6/2022 13:03,positif,"Aplikasi ini bangus buat belanja online,,, juga ada fasilitas shopeepay"
Djaini Atmaja,5,9/6/2022 13:02,positif,saya suka.. terutama banyak promo dan bonus kalau pakai shopeepay.
arief budiman,4,9/6/2022 13:02,positif,"sering gratis ongkir.. Apalagi bayar pakai Shopeepay,, biasanya dapat bonus"
Yosep Dasanto,4,9/6/2022 13:02,positif,Mantap shopeepay semakin banyak fitur yang berguna untuk pengguna
Sidqi Anshor,1,9/6/2022 13:01,negatif,"Disuruh upgrade ulang ke premium tapi mau upgrade tidak bisa, bikin kesal  saja"
Waris Bogel,5,9/6/2022 13:00,positif,Aplikasi dana mantap buat transfer ke teman
Muhammad Akbar,2,9/6/2022 12:59,negatif,Ingin berkata kasar kepada dana� setiap transfer gangguan
Yudi Prastyo,5,9/6/2022 12:58,positif,"layanan cepat, transaksi mudah, dan dijamin aman"
Riki Vino,5,9/6/2022 12:57,positif,"mantap banget pakai dana, cepat dan aman"
Pani Yawan0709,5,9/6/2022 12:56,positif,"aman selama saya pakai,, jadi bisa digunakan selalu"
Beni Agustian,4,9/6/2022 12:55,negatif,Kenapa dana sekarang jadi susah dan tidak bisa masuk pakai nomor lain??
Love Nature,5,9/6/2022 6:56,positif,"memudahkan pembayaran,dan ovo sangat cepat melayani pengguna"
Arian Gaara,1,9/6/2022 6:23,negatif,"Susah banget mau upgrade ke premium, sering gagal, pasang fotonya padahal jelas banget"
Nikho Prasetyo Pratama,4,9/6/2022 6:16,negatif,"Jadi berat di hp saya, susah transaks, batas waktunya 30 detik :("
Wulandari dwi,5,9/6/2022 6:15,positif,"Bagus dan aman,, hanya transfer ke rekening ada biaya 😢😁"
Orange Kusut,1,9/6/2022 6:08,negatif,"Ganguan,, ribet, mau marah rasanya,, sering eror!!!"
Rizkan Nain,5,9/6/2022 5:56,positif,"Cepat banget, mudah, dan terpercaya"
Hindun Muawanah,5,9/6/2022 5:54,positif,Semoga tetap lancar digunakan!!
Instens Hits,1,9/6/2022 5:54,negatif,"Kenapa ya ovo ini sudah keluar selalu bilang mencurigakan tidak nyama, mengecewakan"
Arsy Sabrina rozi,2,9/6/2022 5:50,negatif,"Dalam keadaan penting mau transfer, gagal lagi dan diminta mencoba lagi setelah 24 jam..tanya tapi tidak direspon "
Ahmadi Bks,5,9/6/2022 5:49,positif,"Mudah dan Cepat, dan pastinya aman"
Akhmad Zahid,1,9/6/2022 5:45,negatif,"Kecewa banget, saya kirim uang ke rekening, tulisannya sudah berhasil tapi saldonya tidak masuk, kecewa banget�"
Ogie Armanda,1,9/6/2022 5:37,negatif,Semakin lama semakin aneh pelayanan ovo...tidak profesional�
Mohamad Arifin,5,9/6/2022 5:35,positif,"Sukses selalu, semoga bermanfaat"
Dhania Izzaa,5,9/6/2022 5:35,positif,"Mudah dalam bertransaksi,, terima kasih ovo!"
Dedy Malindo,5,9/6/2022 5:35,positif,Aplikasi yang Bagus daripada yang lain
Adi H. Setiawan,2,9/6/2022 5:30,negatif,"sekarang pakai promo tidak dapat apa lagi,, katanya diskon tapi kenapa tetap??, kalau ada masalah transaksi tidak dikembalikan saldonya"
Rio Nopryandi,5,9/6/2022 5:29,positif,Sangat mudah dan menyenangkan untuk transaksi
marlond kalekanny91,2,9/6/2022 5:25,negatif,"Akun ovo saya sudah 2 tahun mau upgrade tidak bisa, saya sangat kecewa dengan pelayanan yang diberikan, sama saja"
Liling Keren,1,9/6/2022 5:22,negatif,"Ini aplikasi ovo banyak cacatnya, dari dulu sampai sekarang masih saja begitu."
Jess April Official,5,9/6/2022 5:16,positif,Terima kasih atas pelayanan. Semoga semakin meningkat
SANTOSO Maz'soee,4,9/6/2022 5:08,positif,Transaksi mudah dan aman. Pasti selalu pakai
Musliani Wanci,5,9/6/2022 5:02,positif,aplikasi yang bagus dan mudah digunakan
Rangga Gilang,5,9/6/2022 5:02,positif,Mantap pengiriman mudah sekali
Eman Suryana,5,9/6/2022 4:58,positif,"Semakin meningkat aplikasinya, oke banget"
Herlina Agustiani,5,9/6/2022 4:43,positif,"Mudah banget,, gak ribet dan fiturnya jelas"
Lisa Nanda,3,9/6/2022 4:35,negatif,Aplikasinya susah waktu masuk. Selalu dibuat gangguan. kalau sudah keluar tidak bisa masuk lagi. Selalu gagal
Zrhmt rzkyZ,5,9/6/2022 4:34,positif,Keren ovo.. Meskipun banyak aplikasi lain yang juga bagus..
Juniko Riko,1,9/6/2022 4:30,negatif,Kenapa saya mau transfer kke ovo sering eror??? Sangat kecewa
Salman Alfarizi,5,9/6/2022 4:27,positif,"Bagus, mudah tolong ditingkatkan juga keamanannya!"
Ilham Ganteng,5,9/6/2022 4:24,positif,"bagus aplikasinya, saya suka menggunakan ovo untuk transaksi"
Mohamad Yusril,5,9/6/2022 4:23,positif,Keren bertransaksi di OVO mantap 👌👌👍👍
Gulali Ali,1,9/6/2022 4:20,negatif,"Disuruh update tapi tidak bisa , kecewa dan tidak jelas"
Ryan Siburianz,4,9/6/2022 4:12,positif,Mantap Ovo tetap stabil dalam pelayanan dan transfer
Muhammad Zunayd,5,9/6/2022 3:53,positif,"Sangat puas dengan aplikasi, GOPAY selalu keren�.."
muhammad ali,5,9/6/2022 3:51,positif,Sangat membantu transfer di gopay. jadi bangga dengan produk buatan negeri
Ansya Imanisa,2,9/6/2022 3:49,negatif,Ini Bagaimana tolong bantuannya! saya mau masuk ke aplikasi gojek buat bayar gopay later tidak bisa masuk. Tolong bantuannya.
Rafa Akbar Fahreza Hartanto,5,9/6/2022 3:46,positif,"Aplikasi Bagus & Menarik, harus punya, apalagi kalau sering belanja pakai gopay saja !!! 👍👍👍🙏🙏🙏"
Samuel Messakh,5,9/6/2022 3:42,positif,Sudah coba pakai gopay.. Sejauh ini aman dan lancar
Farel,5,9/6/2022 3:40,positif,"mantap buat gopay,, semoga selalu lancar"
Enita Sumiyani,1,9/6/2022 3:40,negatif,Kenapa tidak bisa download lagi ya? Bermasalah.. Padahal kuota banyak.
sanjaya Creatorrr,2,9/6/2022 3:32,negatif,"tarik tunai biaya potongan besar transfer, bank di gopay tidak gratis ,menyesal"""
David Mx,5,9/6/2022 3:26,negatif,"Semakin parah, sinyal padahal sudah enak dibuka lemot pakai gopay"
Echy Poerba,5,9/6/2022 3:26,negatif,sekarang sudah tidak ada promo lagi.. Sedih dan kecewa gopay jarang dapat bonus
Putri Alifa,2,9/6/2022 3:23,negatif,"Yang membuat kecewa adalah di menu lain, pelayanannya kurang tanggap dan sangat lamban. sama gopay juga�"
Sri Pohatji,5,9/6/2022 3:21,positif,"Bagus dan cepat, selalu akurat dan amanah buat gopay 👍👍👍👍👍👍"
Nelsen Yap,1,9/6/2022 3:13,negatif,"Sebagai pelanggan lama, saya cukup kecewa dengan aplikasi ini.. Tidak konsisten"
agus wijaya,5,9/6/2022 2:58,positif,Aplikasi yg bagus dan cepat.. gopay mantap!!!
neysa Afifah,4,9/6/2022 2:57,positif,"Sangat membantu, kalau bayar pakai gopay dapat potongan jadi terbantu"
jhu lio,3,9/6/2022 2:57,negatif,"semakin kesini semakin jelek buka aplikasi saja harus tunggu, buka gopay jadi lama,,,"
Pray Yitno,5,9/6/2022 2:52,positif,Oke semoga berinovasi lebih baik lagi dan gopay semoga bisa terus digunakan
Mahdi Meisya,5,9/6/2022 2:50,positif,"Semudah itu bayar pake gopay, terjamin *&!"
siti Mualimah,5,9/6/2022 2:50,negatif,"Kenapa Upgrade Gopay selalu gagal , sudah berulang Kirim persyaratan selalu gagal"
Zidane Al Fathir,1,9/6/2022 2:32,negatif,"Isi saldo gopay sudah 1 hari belum masuk juga,sudah 3 kali buat laporan tidak ada respon"
